site,date_observed,genus,species,id,observer,date_entered,data_entry,dist_from_collar_raw,comments,dist_from_collar
Oak Collection,4/5/2018,Quercus,macrocarpa,1516-35*1,Metz,4/5/2018,Metz,11.41,,11.40
Oak Collection,4/5/2018,Quercus,macrocarpa,2390-26*2,Metz,4/5/2018,Metz,5.4,,5.40
Oak Collection,4/5/2018,Quercus,alba,862-34*1,Metz,4/5/2018,Metz,17.4,,17.40
Oak Collection,4/5/2018,Quercus,alba,134-U*61,Metz,4/5/2018,Metz,6.9,,6.90
Oak Collection,4/5/2018,Quercus,alba,134-U*60,Metz,4/5/2018,Metz,13.86,,13.85
Oak Collection,4/5/2018,Quercus,velutina,185-92*4,Metz,4/5/2018,Metz,57.1,,57.10
Oak Collection,4/5/2018,Quercus,velutina,185-92*5,Metz,4/5/2018,Metz,28.01,,28.00
Oak Collection,4/5/2018,Quercus,macrocarpa,4-35*1,Metz,4/5/2018,Metz,12.79,,12.80
Oak Collection,4/5/2018,Quercus,velutina,185-92*2,Metz,4/5/2018,Metz,33.89,,33.90
Oak Collection,4/5/2018,Quercus,alba,684-33*1,Metz,4/5/2018,Metz,4.57,,4.55
Oak Collection,4/5/2018,Quercus,alba,239-42*2,Metz,4/5/2018,Metz,13.46,,13.45
Oak Collection,4/5/2018,Quercus,rubra,292-64*1,Metz,4/5/2018,Metz,18.39,,18.40
Oak Collection,4/5/2018,Quercus,macrocarpa,138-U*1,Metz,4/5/2018,Metz,27.06,,27.05
Oak Collection,4/5/2018,Quercus,robur,180-93*7,Metz,4/5/2018,Metz,54.21,,54.20
Oak Collection,4/5/2018,Quercus,robur,180-93*8,Metz,4/5/2018,Metz,21.48,,21.50
Oak Collection,4/5/2018,Quercus,robur,180-93*9,Metz,4/5/2018,Metz,8.52,,8.50
Oak Collection,4/5/2018,Quercus,macrocarpa,138-U*6,Metz,4/5/2018,Metz,28.47,,28.45
Oak Collection,4/5/2018,Quercus,macrocarpa,808-51*1,Metz,4/5/2018,Metz,14.39,,14.40
Oak Collection,4/5/2018,Quercus,macrocarpa,138-U*7,Metz,4/5/2018,Metz,8.5,,8.50
Oak Collection,4/5/2018,Quercus,bicolor,214-91*1,Metz,4/5/2018,Metz,9.07,,9.05
Oak Collection,4/5/2018,Quercus,macrocarpa,1261-26*2,Metz,4/5/2018,Metz,8.46,,8.45
Oak Collection,4/5/2018,Quercus,macrocarpa,1261-26*1,Metz,4/5/2018,Metz,8.02,,8.00
Oak Collection,4/5/2018,Quercus,robur,255-99*1,Metz,4/5/2018,Metz,9999,Marker line missing,9999.00
Oak Collection,4/5/2018,Quercus,alba,134-U*7,Metz,4/5/2018,Metz,9.12,,9.10
Oak Collection,4/5/2018,Quercus,macrocarpa,752-34*2,Metz,4/5/2018,Metz,3.39,,3.40
Oak Collection,4/5/2018,Quercus,macrocarpa,752-34*4,Metz,4/5/2018,Metz,7.31,,7.30
Oak Collection,4/12/2018,Quercus,rubra,64-92*1,Metz,4/12/2018,Metz,21.47,,21.45
Oak Collection,4/12/2018,Quercus,macrocarpa,138-U*4,Metz,4/12/2018,Metz,6.06,,6.05
Oak Collection,4/12/2018,Quercus,alba,134-U*6,Metz,4/12/2018,Metz,4.28,,4.30
Oak Collection,4/12/2018,Quercus,bicolor,513-25*1,Metz,4/12/2018,Metz,8.52,,8.50
Oak Collection,4/12/2018,Quercus,rubra,466-37*1,Metz,4/12/2018,Metz,27.55,,27.55
Oak Collection,4/12/2018,Quercus,macrocarpa,2390-26*1,Metz,4/12/2018,Metz,9.94,,9.95
Oak Collection,4/12/2018,Quercus,macrocarpa,1516-35*1,Metz,4/12/2018,Metz,11.35,,11.35
Oak Collection,4/12/2018,Quercus,macrocarpa,2390-26*2,Metz,4/12/2018,Metz,5.34,,5.35
Oak Collection,4/12/2018,Quercus,alba,862-34*1,Metz,4/12/2018,Metz,16.62,,16.60
Oak Collection,4/12/2018,Quercus,alba,134-U*61,Metz,4/12/2018,Metz,9.26,,9.25
Oak Collection,4/12/2018,Quercus,alba,134-U*60,Metz,4/12/2018,Metz,14.01,,14.00
Oak Collection,4/12/2018,Quercus,velutina,185-92*4,Metz,4/12/2018,Metz,57.16,,57.15
Oak Collection,4/12/2018,Quercus,velutina,185-92*5,Metz,4/12/2018,Metz,44.03,,44.05
Oak Collection,4/12/2018,Quercus,macrocarpa,4-35*1,Metz,4/12/2018,Metz,12.49,,12.50
Oak Collection,4/12/2018,Quercus,velutina,185-92*2,Metz,4/12/2018,Metz,33.2,,33.20
Oak Collection,4/12/2018,Quercus,alba,684-33*1,Metz,4/12/2018,Metz,4.04,,4.05
Oak Collection,4/12/2018,Quercus,alba,239-42*2,Metz,4/12/2018,Metz,13.31,,13.30
Oak Collection,4/12/2018,Quercus,rubra,292-64*1,Metz,4/12/2018,Metz,18.61,,18.60
Oak Collection,4/12/2018,Quercus,macrocarpa,138-U*1,Metz,4/12/2018,Metz,26.69,,26.70
Oak Collection,4/12/2018,Quercus,robur,180-93*7,Metz,4/12/2018,Metz,53.9,,53.90
Oak Collection,4/12/2018,Quercus,robur,180-93*8,Metz,4/12/2018,Metz,21.22,,21.20
Oak Collection,4/12/2018,Quercus,robur,180-93*9,Metz,4/12/2018,Metz,8.23,,8.25
Oak Collection,4/12/2018,Quercus,macrocarpa,138-U*6,Metz,4/12/2018,Metz,28.28,,28.30
Oak Collection,4/12/2018,Quercus,macrocarpa,808-51*1,Metz,4/12/2018,Metz,13.63,,13.65
Oak Collection,4/12/2018,Quercus,macrocarpa,138-U*7,Metz,4/12/2018,Metz,7.94,,7.95
Oak Collection,4/12/2018,Quercus,bicolor,214-91*1,Metz,4/12/2018,Metz,8.68,,8.70
Oak Collection,4/12/2018,Quercus,macrocarpa,1261-26*2,Metz,4/12/2018,Metz,8.47,,8.45
Oak Collection,4/12/2018,Quercus,macrocarpa,1261-26*1,Metz,4/12/2018,Metz,7.87,,7.85
Oak Collection,4/12/2018,Quercus,robur,255-99*1,Metz,4/12/2018,Metz,9999,Marker line missing,9999.00
Oak Collection,4/12/2018,Quercus,alba,134-U*7,Metz,4/12/2018,Metz,9.83,,9.85
Oak Collection,4/12/2018,Quercus,macrocarpa,752-34*2,Metz,4/12/2018,Metz,3.67,,3.65
Oak Collection,4/12/2018,Quercus,macrocarpa,752-34*4,Metz,4/12/2018,Metz,6.97,,6.95
Oak Collection,4/19/2018,Quercus,rubra,64-92*1,Metz,4/19/2018,Metz,21.4,,21.40
Oak Collection,4/19/2018,Quercus,macrocarpa,138-U*4,Metz,4/19/2018,Metz,6.04,,6.05
Oak Collection,4/19/2018,Quercus,alba,134-U*6,Metz,4/19/2018,Metz,6.15,,6.15
Oak Collection,4/19/2018,Quercus,bicolor,513-25*1,Metz,4/19/2018,Metz,11.32,,11.30
Oak Collection,4/19/2018,Quercus,rubra,466-37*1,Metz,4/19/2018,Metz,26.96,,26.95
Oak Collection,4/19/2018,Quercus,macrocarpa,2390-26*1,Metz,4/19/2018,Metz,9.96,,9.95
Oak Collection,4/19/2018,Quercus,macrocarpa,1516-35*1,Metz,4/19/2018,Metz,11.36,,11.35
Oak Collection,4/19/2018,Quercus,macrocarpa,2390-26*2,Metz,4/19/2018,Metz,5.41,,5.40
Oak Collection,4/19/2018,Quercus,alba,862-34*1,Metz,4/19/2018,Metz,16.87,,16.85
Oak Collection,4/19/2018,Quercus,alba,134-U*61,Metz,4/19/2018,Metz,8.67,,8.65
Oak Collection,4/19/2018,Quercus,alba,134-U*60,Metz,4/19/2018,Metz,14.19,,14.20
Oak Collection,4/19/2018,Quercus,velutina,185-92*4,Metz,4/19/2018,Metz,57.74,,57.75
Oak Collection,4/19/2018,Quercus,velutina,185-92*5,Metz,4/19/2018,Metz,43.84,,43.85
Oak Collection,4/19/2018,Quercus,macrocarpa,4-35*1,Metz,4/19/2018,Metz,12.73,,12.75
Oak Collection,4/19/2018,Quercus,velutina,185-92*2,Metz,4/19/2018,Metz,34.09,,34.10
Oak Collection,4/19/2018,Quercus,alba,684-33*1,Metz,4/19/2018,Metz,4.83,,4.85
Oak Collection,4/19/2018,Quercus,alba,239-42*2,Metz,4/19/2018,Metz,14.02,,14.00
Oak Collection,4/19/2018,Quercus,rubra,292-64*1,Metz,4/19/2018,Metz,17.45,,17.45
Oak Collection,4/19/2018,Quercus,macrocarpa,138-U*1,Metz,4/19/2018,Metz,26.32,,26.30
Oak Collection,4/19/2018,Quercus,robur,180-93*7,Metz,4/19/2018,Metz,54.49,,54.50
Oak Collection,4/19/2018,Quercus,robur,180-93*8,Metz,4/19/2018,Metz,21.31,,21.30
Oak Collection,4/19/2018,Quercus,robur,180-93*9,Metz,4/19/2018,Metz,8.08,,8.10
Oak Collection,4/19/2018,Quercus,macrocarpa,138-U*6,Metz,4/19/2018,Metz,28.84,,28.85
Oak Collection,4/19/2018,Quercus,macrocarpa,808-51*1,Metz,4/19/2018,Metz,14.69,,14.70
Oak Collection,4/19/2018,Quercus,macrocarpa,138-U*7,Metz,4/19/2018,Metz,9.47,,9.45
Oak Collection,4/19/2018,Quercus,bicolor,214-91*1,Metz,4/19/2018,Metz,8.98,,9.00
Oak Collection,4/19/2018,Quercus,macrocarpa,1261-26*2,Metz,4/19/2018,Metz,9.45,,9.45
Oak Collection,4/19/2018,Quercus,macrocarpa,1261-26*1,Metz,4/19/2018,Metz,8.65,,8.65
Oak Collection,4/19/2018,Quercus,robur,255-99*1,Metz,4/19/2018,Metz,9999,Marker line missing,9999.00
Oak Collection,4/19/2018,Quercus,alba,134-U*7,Metz,4/19/2018,Metz,9.86,,9.85
Oak Collection,4/19/2018,Quercus,macrocarpa,752-34*2,Metz,4/19/2018,Metz,4.61,,4.60
Oak Collection,4/19/2018,Quercus,macrocarpa,752-34*4,Metz,4/19/2018,Metz,7.87,,7.85
Oak Collection,4/26/2018,Quercus,rubra,64-92*1,Metz,4/26/2018,Metz,21.36,,21.35
Oak Collection,4/26/2018,Quercus,macrocarpa,138-U*4,Metz,4/26/2018,Metz,6.32,,6.30
Oak Collection,4/26/2018,Quercus,alba,134-U*6,Metz,4/26/2018,Metz,5.46,,5.45
Oak Collection,4/26/2018,Quercus,bicolor,513-25*1,Metz,4/26/2018,Metz,9.65,,9.65
Oak Collection,4/26/2018,Quercus,rubra,466-37*1,Metz,4/26/2018,Metz,24.68,,24.70
Oak Collection,4/26/2018,Quercus,macrocarpa,2390-26*1,Metz,4/26/2018,Metz,10.14,,10.15
Oak Collection,4/26/2018,Quercus,macrocarpa,1516-35*1,Metz,4/26/2018,Metz,11.26,,11.25
Oak Collection,4/26/2018,Quercus,macrocarpa,2390-26*2,Metz,4/26/2018,Metz,5.26,,5.25
Oak Collection,4/26/2018,Quercus,alba,862-34*1,Metz,4/26/2018,Metz,16.93,,16.95
Oak Collection,4/26/2018,Quercus,alba,134-U*61,Metz,4/26/2018,Metz,8.27,,8.25
Oak Collection,4/26/2018,Quercus,alba,134-U*60,Metz,4/26/2018,Metz,18.29,,18.30
Oak Collection,4/26/2018,Quercus,velutina,185-92*4,Metz,4/26/2018,Metz,57.56,,57.55
Oak Collection,4/26/2018,Quercus,velutina,185-92*5,Metz,4/26/2018,Metz,43.89,,43.90
Oak Collection,4/26/2018,Quercus,macrocarpa,4-35*1,Metz,4/26/2018,Metz,12.35,,12.35
Oak Collection,4/26/2018,Quercus,velutina,185-92*2,Metz,4/26/2018,Metz,33.76,,33.75
Oak Collection,4/26/2018,Quercus,alba,684-33*1,Metz,4/26/2018,Metz,3.97,,3.95
Oak Collection,4/26/2018,Quercus,alba,239-42*2,Metz,4/26/2018,Metz,14.04,,14.05
Oak Collection,4/26/2018,Quercus,rubra,292-64*1,Metz,4/26/2018,Metz,18.23,,18.25
Oak Collection,4/26/2018,Quercus,macrocarpa,138-U*1,Metz,4/26/2018,Metz,26.21,,26.20
Oak Collection,4/26/2018,Quercus,robur,180-93*7,Metz,4/26/2018,Metz,55.94,,55.95
Oak Collection,4/26/2018,Quercus,robur,180-93*8,Metz,4/26/2018,Metz,21.41,,21.40
Oak Collection,4/26/2018,Quercus,robur,180-93*9,Metz,4/26/2018,Metz,7.83,,7.85
Oak Collection,4/26/2018,Quercus,macrocarpa,138-U*6,Metz,4/26/2018,Metz,28.2,,28.20
Oak Collection,4/26/2018,Quercus,macrocarpa,808-51*1,Metz,4/26/2018,Metz,14.19,,14.20
Oak Collection,4/26/2018,Quercus,macrocarpa,138-U*7,Metz,4/26/2018,Metz,8.43,,8.45
Oak Collection,4/26/2018,Quercus,bicolor,214-91*1,Metz,4/26/2018,Metz,8.55,,8.55
Oak Collection,4/26/2018,Quercus,macrocarpa,1261-26*2,Metz,4/26/2018,Metz,7.76,,7.75
Oak Collection,4/26/2018,Quercus,macrocarpa,1261-26*1,Metz,4/26/2018,Metz,8.13,,8.15
Oak Collection,4/26/2018,Quercus,robur,255-99*1,Metz,4/26/2018,Metz,10.79,Might be a reflection,10.80
Oak Collection,4/26/2018,Quercus,alba,134-U*7,Metz,4/26/2018,Metz,9999,Memorial oak cut down,9999.00
Oak Collection,4/26/2018,Quercus,macrocarpa,752-34*2,Metz,4/26/2018,Metz,3.72,,3.70
Oak Collection,4/26/2018,Quercus,macrocarpa,752-34*4,Metz,4/26/2018,Metz,6.94,,6.95
Oak Collection,5/3/2018,Quercus,rubra,64-92*1,Metz,5/3/2018,Metz,23.7,,23.70
Oak Collection,5/3/2018,Quercus,macrocarpa,138-U*4,Metz,5/3/2018,Metz,6.8,,6.80
Oak Collection,5/3/2018,Quercus,alba,134-U*6,Metz,5/3/2018,Metz,5.93,,5.95
Oak Collection,5/3/2018,Quercus,bicolor,513-25*1,Metz,5/3/2018,Metz,11.11,,11.10
Oak Collection,5/3/2018,Quercus,rubra,466-37*1,Metz,5/3/2018,Metz,20.59,,20.60
Oak Collection,5/3/2018,Quercus,macrocarpa,2390-26*1,Metz,5/3/2018,Metz,10.68,,10.70
Oak Collection,5/3/2018,Quercus,macrocarpa,1516-35*1,Metz,5/3/2018,Metz,11.81,,11.80
Oak Collection,5/3/2018,Quercus,macrocarpa,2390-26*2,Metz,5/3/2018,Metz,5.86,,5.85
Oak Collection,5/3/2018,Quercus,alba,862-34*1,Metz,5/3/2018,Metz,17.66,,17.65
Oak Collection,5/3/2018,Quercus,alba,134-U*61,Metz,5/3/2018,Metz,8.67,,8.65
Oak Collection,5/3/2018,Quercus,alba,134-U*60,Metz,5/3/2018,Metz,15.74,,15.75
Oak Collection,5/3/2018,Quercus,velutina,185-92*4,Metz,5/3/2018,Metz,57.86,,57.85
Oak Collection,5/3/2018,Quercus,velutina,185-92*5,Metz,5/3/2018,Metz,46.32,,46.30
Oak Collection,5/3/2018,Quercus,macrocarpa,4-35*1,Metz,5/3/2018,Metz,14.21,,14.20
Oak Collection,5/3/2018,Quercus,velutina,185-92*2,Metz,5/3/2018,Metz,36.65,,36.65
Oak Collection,5/3/2018,Quercus,alba,684-33*1,Metz,5/3/2018,Metz,4.93,,4.95
Oak Collection,5/3/2018,Quercus,alba,239-42*2,Metz,5/3/2018,Metz,17.56,,17.55
Oak Collection,5/3/2018,Quercus,rubra,292-64*1,Metz,5/3/2018,Metz,19.19,,19.20
Oak Collection,5/3/2018,Quercus,macrocarpa,138-U*1,Metz,5/3/2018,Metz,25.96,,25.95
Oak Collection,5/3/2018,Quercus,robur,180-93*7,Metz,5/3/2018,Metz,61.14,,61.15
Oak Collection,5/3/2018,Quercus,robur,180-93*8,Metz,5/3/2018,Metz,21.94,,21.95
Oak Collection,5/3/2018,Quercus,robur,180-93*9,Metz,5/3/2018,Metz,8.34,,8.35
Oak Collection,5/3/2018,Quercus,macrocarpa,138-U*6,Metz,5/3/2018,Metz,28.66,,28.65
Oak Collection,5/3/2018,Quercus,macrocarpa,808-51*1,Metz,5/3/2018,Metz,15.34,,15.35
Oak Collection,5/3/2018,Quercus,macrocarpa,138-U*7,Metz,5/3/2018,Metz,10.93,,10.95
Oak Collection,5/3/2018,Quercus,bicolor,214-91*1,Metz,5/3/2018,Metz,9.7,,9.70
Oak Collection,5/3/2018,Quercus,macrocarpa,1261-26*2,Metz,5/3/2018,Metz,10.35,,10.35
Oak Collection,5/3/2018,Quercus,macrocarpa,1261-26*1,Metz,5/3/2018,Metz,10.28,,10.30
Oak Collection,5/3/2018,Quercus,robur,255-99*1,Metz,5/3/2018,Metz,9999,No marker line,9999.00
Oak Collection,5/3/2018,Quercus,alba,134-U*7,Metz,5/3/2018,Metz,9999,Memorial oak cut down,9999.00
Oak Collection,5/3/2018,Quercus,macrocarpa,752-34*2,Metz,5/3/2018,Metz,4.36,,4.35
Oak Collection,5/3/2018,Quercus,macrocarpa,752-34*4,Metz,5/3/2018,Metz,8.52,,8.50
Oak Collection,5/10/2018,Quercus,rubra,64-92*1,Metz,5/10/2018,Metz,25.33,,25.35
Oak Collection,5/10/2018,Quercus,macrocarpa,138-U*4,Metz,5/10/2018,Metz,7.81,,7.80
Oak Collection,5/10/2018,Quercus,alba,134-U*6,Metz,5/10/2018,Metz,6.93,,6.95
Oak Collection,5/10/2018,Quercus,bicolor,513-25*1,Metz,5/10/2018,Metz,12.71,,12.70
Oak Collection,5/10/2018,Quercus,rubra,466-37*1,Metz,5/10/2018,Metz,19.29,,19.30
Oak Collection,5/10/2018,Quercus,macrocarpa,2390-26*1,Metz,5/10/2018,Metz,11.2,,11.20
Oak Collection,5/10/2018,Quercus,macrocarpa,1516-35*1,Metz,5/10/2018,Metz,12.78,,12.80
Oak Collection,5/10/2018,Quercus,macrocarpa,2390-26*2,Metz,5/10/2018,Metz,6.99,,7.00
Oak Collection,5/10/2018,Quercus,alba,862-34*1,Metz,5/10/2018,Metz,19.76,,19.75
Oak Collection,5/10/2018,Quercus,alba,134-U*61,Metz,5/10/2018,Metz,8.82,,8.80
Oak Collection,5/10/2018,Quercus,alba,134-U*60,Metz,5/10/2018,Metz,29.4,,29.40
Oak Collection,5/10/2018,Quercus,velutina,185-92*4,Metz,5/10/2018,Metz,57.61,,57.60
Oak Collection,5/10/2018,Quercus,velutina,185-92*5,Metz,5/10/2018,Metz,50.11,,50.10
Oak Collection,5/10/2018,Quercus,macrocarpa,4-35*1,Metz,5/10/2018,Metz,15.15,,15.15
Oak Collection,5/10/2018,Quercus,velutina,185-92*2,Metz,5/10/2018,Metz,39.48,,39.50
Oak Collection,5/10/2018,Quercus,alba,684-33*1,Metz,5/10/2018,Metz,5.7,,5.70
Oak Collection,5/10/2018,Quercus,alba,239-42*2,Metz,5/10/2018,Metz,18.46,,18.45
Oak Collection,5/10/2018,Quercus,rubra,292-64*1,Metz,5/10/2018,Metz,21.4,,21.40
Oak Collection,5/10/2018,Quercus,macrocarpa,138-U*1,Metz,5/10/2018,Metz,26.01,,26.00
Oak Collection,5/10/2018,Quercus,robur,180-93*7,Metz,5/10/2018,Metz,63.28,,63.30
Oak Collection,5/10/2018,Quercus,robur,180-93*8,Metz,5/10/2018,Metz,22.55,,22.55
Oak Collection,5/10/2018,Quercus,robur,180-93*9,Metz,5/10/2018,Metz,8.87,,8.85
Oak Collection,5/10/2018,Quercus,macrocarpa,138-U*6,Metz,5/10/2018,Metz,29.31,,29.30
Oak Collection,5/10/2018,Quercus,macrocarpa,808-51*1,Metz,5/10/2018,Metz,25.86,,25.85
Oak Collection,5/10/2018,Quercus,macrocarpa,138-U*7,Metz,5/10/2018,Metz,11.62,,11.60
Oak Collection,5/10/2018,Quercus,bicolor,214-91*1,Metz,5/10/2018,Metz,11.36,,11.35
Oak Collection,5/10/2018,Quercus,macrocarpa,1261-26*2,Metz,5/10/2018,Metz,11.07,,11.05
Oak Collection,5/10/2018,Quercus,macrocarpa,1261-26*1,Metz,5/10/2018,Metz,11.12,,11.10
Oak Collection,5/10/2018,Quercus,robur,255-99*1,Metz,5/10/2018,Metz,9999,No marker line,9999.00
Oak Collection,5/10/2018,Quercus,alba,134-U*7,Metz,5/10/2018,Metz,9999,Memorial oak cut down,9999.00
Oak Collection,5/10/2018,Quercus,macrocarpa,752-34*2,Metz,5/10/2018,Metz,5.01,,5.00
Oak Collection,5/10/2018,Quercus,macrocarpa,752-34*4,Metz,5/10/2018,Metz,8.83,,8.85
Oak Collection,5/17/2018,Quercus,rubra,64-92*1,Metz,5/17/2018,Metz,27.16,,27.15
Oak Collection,5/17/2018,Quercus,macrocarpa,138-U*4,Metz,5/17/2018,Metz,8.78,,8.80
Oak Collection,5/17/2018,Quercus,alba,134-U*6,Metz,5/17/2018,Metz,7.85,,7.85
Oak Collection,5/17/2018,Quercus,bicolor,513-25*1,Metz,5/17/2018,Metz,14.35,,14.35
Oak Collection,5/17/2018,Quercus,rubra,466-37*1,Metz,5/17/2018,Metz,19.84,,19.85
Oak Collection,5/17/2018,Quercus,macrocarpa,2390-26*1,Metz,5/17/2018,Metz,12.43,,12.45
Oak Collection,5/17/2018,Quercus,macrocarpa,1516-35*1,Metz,5/17/2018,Metz,14.31,,14.30
Oak Collection,5/17/2018,Quercus,macrocarpa,2390-26*2,Metz,5/17/2018,Metz,8.38,,8.40
Oak Collection,5/17/2018,Quercus,alba,862-34*1,Metz,5/17/2018,Metz,20.84,,20.85
Oak Collection,5/17/2018,Quercus,alba,134-U*61,Metz,5/17/2018,Metz,9.12,,9.10
Oak Collection,5/17/2018,Quercus,alba,134-U*60,Metz,5/17/2018,Metz,19.34,Band misplaced and I put it back.,19.35
Oak Collection,5/17/2018,Quercus,velutina,185-92*4,Metz,5/17/2018,Metz,58,,58.00
Oak Collection,5/17/2018,Quercus,velutina,185-92*5,Metz,5/17/2018,Metz,52.3,,52.30
Oak Collection,5/17/2018,Quercus,macrocarpa,4-35*1,Metz,5/17/2018,Metz,17.84,,17.85
Oak Collection,5/17/2018,Quercus,velutina,185-92*2,Metz,5/17/2018,Metz,41.47,,41.45
Oak Collection,5/17/2018,Quercus,alba,684-33*1,Metz,5/17/2018,Metz,6.63,,6.65
Oak Collection,5/17/2018,Quercus,alba,239-42*2,Metz,5/17/2018,Metz,19.58,,19.60
Oak Collection,5/17/2018,Quercus,rubra,292-64*1,Metz,5/17/2018,Metz,23.68,,23.70
Oak Collection,5/17/2018,Quercus,macrocarpa,138-U*1,Metz,5/17/2018,Metz,25.78,,25.80
Oak Collection,5/17/2018,Quercus,robur,180-93*7,Metz,5/17/2018,Metz,65.85,,65.85
Oak Collection,5/17/2018,Quercus,robur,180-93*8,Metz,5/17/2018,Metz,23.67,,23.65
Oak Collection,5/17/2018,Quercus,robur,180-93*9,Metz,5/17/2018,Metz,9.68,,9.70
Oak Collection,5/17/2018,Quercus,macrocarpa,138-U*6,Metz,5/17/2018,Metz,31.41,,31.40
Oak Collection,5/17/2018,Quercus,macrocarpa,808-51*1,Metz,5/17/2018,Metz,18.71,,18.70
Oak Collection,5/17/2018,Quercus,macrocarpa,138-U*7,Metz,5/17/2018,Metz,14.69,,14.70
Oak Collection,5/17/2018,Quercus,bicolor,214-91*1,Metz,5/17/2018,Metz,12.01,,12.00
Oak Collection,5/17/2018,Quercus,macrocarpa,1261-26*2,Metz,5/17/2018,Metz,13.18,,13.20
Oak Collection,5/17/2018,Quercus,macrocarpa,1261-26*1,Metz,5/17/2018,Metz,13.58,,13.60
Oak Collection,5/17/2018,Quercus,robur,255-99*1,Metz,5/17/2018,Metz,9999,No marker line,9999.00
Oak Collection,5/17/2018,Quercus,alba,134-U*7,Metz,5/17/2018,Metz,9999,Memorial oak cut down,9999.00
Oak Collection,5/17/2018,Quercus,macrocarpa,752-34*2,Metz,5/17/2018,Metz,6.61,,6.60
Oak Collection,5/17/2018,Quercus,macrocarpa,752-34*4,Metz,5/17/2018,Metz,11.33,,11.35
Oak Collection,5/24/2018,Quercus,rubra,64-92*1,Metz,5/24/2018,Metz,27.96,,27.95
Oak Collection,5/24/2018,Quercus,macrocarpa,138-U*4,Metz,5/24/2018,Metz,10.74,,10.75
Oak Collection,5/24/2018,Quercus,alba,134-U*6,Metz,5/24/2018,Metz,9.04,,9.05
Oak Collection,5/24/2018,Quercus,bicolor,513-25*1,Metz,5/24/2018,Metz,16.47,,16.45
Oak Collection,5/24/2018,Quercus,rubra,466-37*1,Metz,5/24/2018,Metz,21.97,,21.95
Oak Collection,5/24/2018,Quercus,macrocarpa,2390-26*1,Metz,5/24/2018,Metz,12.48,,12.50
Oak Collection,5/24/2018,Quercus,macrocarpa,1516-35*1,Metz,5/24/2018,Metz,15.82,,15.80
Oak Collection,5/24/2018,Quercus,macrocarpa,2390-26*2,Metz,5/24/2018,Metz,9.7,,9.70
Oak Collection,5/24/2018,Quercus,alba,862-34*1,Metz,5/24/2018,Metz,23.12,,23.10
Oak Collection,5/24/2018,Quercus,alba,134-U*61,Metz,5/24/2018,Metz,11.78,,11.80
Oak Collection,5/24/2018,Quercus,alba,134-U*60,Metz,5/24/2018,Metz,30.53,,30.55
Oak Collection,5/24/2018,Quercus,velutina,185-92*4,Metz,5/24/2018,Metz,58.02,,58.00
Oak Collection,5/24/2018,Quercus,velutina,185-92*5,Metz,5/24/2018,Metz,53.88,,53.90
Oak Collection,5/24/2018,Quercus,macrocarpa,4-35*1,Metz,5/24/2018,Metz,19.72,,19.70
Oak Collection,5/24/2018,Quercus,velutina,185-92*2,Metz,5/24/2018,Metz,42.7,,42.70
Oak Collection,5/24/2018,Quercus,alba,684-33*1,Metz,5/24/2018,Metz,9.12,,9.10
Oak Collection,5/24/2018,Quercus,alba,239-42*2,Metz,5/24/2018,Metz,20.99,,21.00
Oak Collection,5/24/2018,Quercus,rubra,292-64*1,Metz,5/24/2018,Metz,23.97,,23.95
Oak Collection,5/24/2018,Quercus,macrocarpa,138-U*1,Metz,5/24/2018,Metz,26.09,,26.10
Oak Collection,5/24/2018,Quercus,robur,180-93*7,Metz,5/24/2018,Metz,68.67,,68.65
Oak Collection,5/24/2018,Quercus,robur,180-93*8,Metz,5/24/2018,Metz,24.37,,24.35
Oak Collection,5/24/2018,Quercus,robur,180-93*9,Metz,5/24/2018,Metz,10.73,,10.75
Oak Collection,5/24/2018,Quercus,macrocarpa,138-U*6,Metz,5/24/2018,Metz,33.84,,33.85
Oak Collection,5/24/2018,Quercus,macrocarpa,808-51*1,Metz,5/24/2018,Metz,20.79,,20.80
Oak Collection,5/24/2018,Quercus,macrocarpa,138-U*7,Metz,5/24/2018,Metz,17.3,,17.30
Oak Collection,5/24/2018,Quercus,bicolor,214-91*1,Metz,5/24/2018,Metz,12.7,,12.70
Oak Collection,5/24/2018,Quercus,macrocarpa,1261-26*2,Metz,5/24/2018,Metz,14.88,,14.90
Oak Collection,5/24/2018,Quercus,macrocarpa,1261-26*1,Metz,5/24/2018,Metz,15.4,,15.40
Oak Collection,5/24/2018,Quercus,robur,255-99*1,Metz,5/24/2018,Metz,9999,No marker line,9999.00
Oak Collection,5/24/2018,Quercus,alba,134-U*7,Metz,5/24/2018,Metz,9999,Memorial oak cut down,9999.00
Oak Collection,5/24/2018,Quercus,macrocarpa,752-34*2,Metz,5/24/2018,Metz,8.21,,8.20
Oak Collection,5/24/2018,Quercus,macrocarpa,752-34*4,Metz,5/24/2018,Metz,13.49,,13.50
Oak Collection,5/31/2018,Quercus,rubra,64-92*1,Metz,5/31/2018,Metz,29.04,,29.05
Oak Collection,5/31/2018,Quercus,macrocarpa,138-U*4,Metz,5/31/2018,Metz,13.7,,13.70
Oak Collection,5/31/2018,Quercus,alba,134-U*6,Metz,5/31/2018,Metz,9.01,,9.00
Oak Collection,5/31/2018,Quercus,bicolor,513-25*1,Metz,5/31/2018,Metz,17.24,,17.25
Oak Collection,5/31/2018,Quercus,rubra,466-37*1,Metz,5/31/2018,Metz,21.91,,21.90
Oak Collection,5/31/2018,Quercus,macrocarpa,2390-26*1,Metz,5/31/2018,Metz,13.16,,13.15
